0.0000,-5.5124,1.5708
0.0000,-5.2724,1.5709
0.0000,-5.0323,1.5709
0.0000,-4.7923,1.5709
0.0000,-4.5523,1.5709
-0.0001,-4.3123,1.5709
-0.0001,-4.0723,1.5710
-0.0001,-3.8322,1.5710
-0.0002,-3.5922,1.5710
-0.0002,-3.3522,1.5710
-0.0003,-3.1122,1.5710
-0.0003,-2.8722,1.5711
-0.0004,-2.6321,1.5711
-0.0004,-2.3921,1.5711
0.0056,-2.1522,1.5193
0.0236,-1.9129,1.4726
0.0466,-1.6740,1.4777
0.0750,-1.4357,1.4260
0.1213,-1.2003,1.3266
0.1842,-0.9687,1.2850
0.2631,-0.7421,1.1858
0.3687,-0.5268,1.0434
0.5039,-0.3288,0.9004
0.6659,-0.1520,0.7576
0.8515,-0.0001,0.6146
1.0568,0.1239,0.4717
1.2776,0.2173,0.3288
1.5095,0.2784,0.1859
1.7478,0.3057,0.0430
1.9877,0.3053,-0.0458
2.2275,0.2954,-0.0357
2.4674,0.2869,-0.0355
2.7072,0.2784,-0.0355
2.9471,0.2699,-0.0355
3.1869,0.2613,-0.0355
3.4268,0.2528,-0.0355
3.6667,0.2443,-0.0355
3.9065,0.2357,-0.0355
4.1464,0.2272,-0.0355
4.3862,0.2187,-0.0355
4.6261,0.2102,-0.0355
4.8660,0.2016,-0.0355
5.1058,0.1931,-0.0355
5.3457,0.1846,-0.0355
5.5855,0.1761,-0.0355
5.8254,0.1676,-0.0355
6.0653,0.1590,-0.0355
6.3051,0.1505,-0.0355
6.5450,0.1420,-0.0355
